2025-04-13 12:30:34.138310,Looking Down
2025-04-13 12:30:34.154360,Looking Down
2025-04-13 12:30:34.169360,Looking Down
2025-04-13 12:30:34.199465,Looking Down
2025-04-13 12:30:34.258128,Looking Down
2025-04-13 12:30:34.288203,Looking Down
2025-04-13 12:30:34.322129,Looking Down
2025-04-13 12:30:34.356214,Looking Down
2025-04-13 12:30:34.385692,Looking Down
2025-04-13 12:30:34.419922,Turned Right
2025-04-13 12:30:34.442224,Turned Right
2025-04-13 12:30:34.487975,Turned Right
2025-04-13 12:30:34.697159,Turned Right
2025-04-13 12:30:34.714331,Turned Right
2025-04-13 12:30:34.730423,Turned Right
2025-04-13 12:30:34.754352,Turned Right
2025-04-13 12:30:34.772019,Turned Right
2025-04-13 12:30:34.789758,Turned Right
2025-04-13 12:30:34.808975,Turned Right
2025-04-13 12:30:34.837867,Turned Right
2025-04-13 12:30:34.870169,Turned Right
2025-04-13 12:30:34.903528,Turned Right
2025-04-13 12:30:34.934483,Turned Right
2025-04-13 12:30:34.966516,Turned Right
2025-04-13 12:30:35.004017,Turned Right
2025-04-13 12:30:35.071677,Turned Right
2025-04-13 12:30:35.100060,Turned Right
2025-04-13 12:30:35.129339,Turned Right
2025-04-13 12:30:35.161485,Turned Right
2025-04-13 12:30:35.179967,Turned Right
2025-04-13 12:30:35.208952,Turned Right
2025-04-13 12:30:35.240346,Turned Right
2025-04-13 12:30:35.271989,Turned Right
2025-04-13 12:30:35.309846,Turned Right
2025-04-13 12:30:35.339030,Turned Right
2025-04-13 12:30:35.367466,Turned Right
2025-04-13 12:30:35.406405,Turned Right
2025-04-13 12:30:35.465659,Turned Right
2025-04-13 12:30:35.495988,Turned Right
2025-04-13 12:30:35.530087,Turned Right
2025-04-13 12:30:35.563857,Turned Right
2025-04-13 12:30:35.594262,Turned Right
2025-04-13 12:30:35.625353,Turned Right
2025-04-13 12:30:35.656848,Turned Right
2025-04-13 12:30:35.670564,Turned Right
2025-04-13 12:30:35.705970,Turned Right
2025-04-13 12:30:35.741389,Turned Right
2025-04-13 12:30:35.778722,Turned Right
2025-04-13 12:30:35.813320,Turned Right
2025-04-13 12:30:35.867531,Turned Right
2025-04-13 12:30:35.897448,Turned Right
2025-04-13 12:30:35.927685,Turned Right
2025-04-13 12:30:35.960011,Turned Right
2025-04-13 12:30:35.991348,Turned Right
2025-04-13 12:30:36.023260,Turned Right
2025-04-13 12:30:36.054857,Turned Right
2025-04-13 12:30:36.086623,Turned Right
2025-04-13 12:30:36.119387,Turned Right
2025-04-13 12:30:36.167292,Turned Right
2025-04-13 12:30:36.185856,Turned Right
2025-04-13 12:30:36.207086,Turned Right
2025-04-13 12:30:36.266602,Turned Right
2025-04-13 12:30:36.303423,Turned Right
2025-04-13 12:30:36.330799,Turned Right
2025-04-13 12:30:36.360997,Turned Right
2025-04-13 12:30:36.392237,Turned Right
2025-04-13 12:30:36.423778,Turned Right
2025-04-13 12:30:36.454445,Turned Right
2025-04-13 12:30:36.486254,Turned Right
2025-04-13 12:30:36.519082,Turned Right
2025-04-13 12:30:36.550354,Turned Right
2025-04-13 12:30:36.583889,Turned Right
2025-04-13 12:30:36.614416,Turned Right
2025-04-13 12:30:36.662956,Turned Right
2025-04-13 12:30:36.696105,Turned Right
2025-04-13 12:30:36.728333,Turned Right
2025-04-13 12:30:36.760663,Turned Right
2025-04-13 12:30:36.791570,Turned Right
2025-04-13 12:30:36.823342,Turned Right
2025-04-13 12:30:36.855152,Turned Right
2025-04-13 12:30:36.886551,Turned Right
2025-04-13 12:30:36.918945,Turned Right
2025-04-13 12:30:36.951842,Turned Right
2025-04-13 12:30:36.982174,Turned Right
2025-04-13 12:30:37.013957,Turned Right
2025-04-13 12:30:37.048796,Turned Right
2025-04-13 12:30:37.079076,Turned Right
2025-04-13 12:30:37.111937,Turned Right
2025-04-13 12:30:37.169746,Turned Right
2025-04-13 12:30:37.200802,Turned Right
2025-04-13 12:30:37.232242,Turned Right
2025-04-13 12:30:37.266406,Turned Right
2025-04-13 12:30:37.297095,Turned Right
2025-04-13 12:30:37.323068,Turned Right
2025-04-13 12:30:37.355265,Turned Right
2025-04-13 12:30:37.386477,Turned Right
2025-04-13 12:30:37.416634,Turned Right
2025-04-13 12:30:37.450826,Turned Right
2025-04-13 12:30:37.479259,Turned Right
2025-04-13 12:30:37.511224,Turned Right
2025-04-13 12:30:37.549230,Turned Right
2025-04-13 12:30:37.576173,Turned Right
2025-04-13 12:30:37.606738,Turned Right
2025-04-13 12:30:37.664192,Turned Right
2025-04-13 12:30:37.701945,Turned Right
2025-04-13 12:30:37.736212,Turned Right
2025-04-13 12:30:37.762500,Turned Right
2025-04-13 12:30:37.790736,Turned Right
2025-04-13 12:30:37.817578,Turned Right
2025-04-13 12:30:37.849230,Turned Right
2025-04-13 12:30:37.877735,Turned Right
2025-04-13 12:30:39.121061,Turned Left
2025-04-13 12:30:39.153754,Turned Left
2025-04-13 12:30:39.181992,Turned Left
2025-04-13 12:30:39.219314,Turned Left
2025-04-13 12:30:39.249101,Turned Left
2025-04-13 12:30:39.278690,Turned Left
2025-04-13 12:30:39.309929,Turned Left
2025-04-13 12:30:39.345619,Turned Left
2025-04-13 12:30:39.383210,Turned Left
2025-04-13 12:30:39.412148,Turned Left
2025-04-13 12:30:39.471649,Turned Left
2025-04-13 12:30:39.504790,Turned Left
2025-04-13 12:30:39.537248,Turned Left
2025-04-13 12:30:39.570908,Turned Left
2025-04-13 12:30:39.587959,Turned Left
2025-04-13 12:30:39.617692,Turned Left
2025-04-13 12:30:39.648000,Turned Left
2025-04-13 12:30:39.680329,Turned Left
2025-04-13 12:30:39.713574,Turned Left
2025-04-13 12:30:39.742822,Turned Left
2025-04-13 12:30:39.778623,Turned Left
